r	n	accum	mflops
196	7622	0.002330	1282.525505
196	7623	0.002352	1270.504862
196	7624	0.002348	1272.599373
196	7625	0.002347	1273.523326
196	7626	0.002354	1269.723259
196	7627	0.002350	1272.343260
196	7628	0.002320	1288.673443
196	7629	0.002326	1285.746531
196	7630	0.002340	1278.353018
196	7631	0.002346	1275.322577
196	7632	0.002352	1272.232053
196	7633	0.002357	1269.645729
196	7634	0.002361	1267.745840
196	7635	0.002360	1268.286936
196	7636	0.002331	1284.342608
196	7637	0.002315	1292.996269
196	7638	0.002346	1276.454350
196	7639	0.002362	1267.976159
196	7640	0.002356	1271.413240
196	7641	0.002362	1268.270541
196	7642	0.002357	1271.105540
196	7643	0.002361	1269.128063
196	7644	0.002337	1282.153010
196	7645	0.002339	1281.440147
196	7646	0.002359	1270.490532
196	7647	0.002361	1269.716968
196	7648	0.002362	1269.094951
196	7649	0.002360	1270.537706
196	7650	0.002353	1274.362277
196	7651	0.002358	1271.810860
196	7652	0.002347	1277.919055
196	7653	0.002349	1276.984386
195	7654	0.002349	1270.710353
195	7655	0.002337	1277.676135
195	7656	0.002348	1271.382816
195	7657	0.002352	1269.548197
195	7658	0.002351	1270.392889
195	7659	0.002350	1271.049155
195	7660	0.002313	1291.481170
195	7661	0.002299	1299.536344
195	7662	0.002417	1236.418525
195	7663	0.002425	1232.164237
195	7664	0.002330	1282.936036
195	7665	0.002329	1283.680869
195	7666	0.002363	1265.291681
195	7667	0.002359	1267.592916
195	7668	0.002343	1276.373987
195	7669	0.002344	1276.160804
195	7670	0.002371	1261.812221
195	7671	0.002383	1255.319506
195	7672	0.002628	1138.506321
195	7673	0.002631	1137.506424
195	7674	0.003067	975.839268
195	7675	0.003086	969.892741
195	7676	0.004240	706.055329
195	7677	0.004256	703.424331
195	7678	0.002584	1158.954610
195	7679	0.002597	1153.244983
195	7680	0.002458	1218.685535
195	7681	0.002465	1215.355498
195	7682	0.002372	1262.893529
195	7683	0.002368	1265.367502
195	7684	0.002344	1278.656335
195	7685	0.002334	1283.949930
195	7686	0.002351	1274.885995
195	7687	0.002362	1269.170833
195	7688	0.002360	1270.726029
195	7689	0.002357	1272.359673
195	7690	0.002358	1271.922328
195	7691	0.002356	1272.993103
195	7692	0.002341	1281.438686
194	7693	0.002328	1281.993752
194	7694	0.002324	1284.356415
194	7695	0.002340	1275.783504
194	7696	0.002351	1270.375997
194	7697	0.002353	1269.371884
194	7698	0.002348	1271.952914
194	7699	0.002342	1275.380164
194	7700	0.002328	1283.507004
194	7701	0.002330	1282.211179
194	7702	0.002327	1284.148774
194	7703	0.002352	1270.926982
194	7704	0.002356	1268.868417
194	7705	0.002359	1267.155324
194	7706	0.002349	1272.896403
194	7707	0.002360	1267.258641
194	7708	0.002346	1275.046311
194	7709	0.002336	1280.512155
194	7710	0.002368	1263.078961
194	7711	0.002366	1264.622526
194	7712	0.002358	1268.719538
194	7713	0.002359	1268.771079
194	7714	0.002352	1272.439418
194	7715	0.002356	1270.605174
194	7716	0.002334	1282.710025
194	7717	0.002340	1279.468692
194	7718	0.002359	1269.593568
194	7719	0.002357	1270.472832
194	7720	0.002362	1268.307802
194	7721	0.002356	1271.404447
194	7722	0.002360	1269.612633
194	7723	0.002361	1269.138683
194	7724	0.002327	1287.932487
194	7725	0.002321	1291.160507
194	7726	0.002347	1277.453622
194	7727	0.002364	1268.145484
194	7728	0.002370	1264.983068
194	7729	0.002357	1272.307636
194	7730	0.002363	1269.162331
194	7731	0.002353	1274.865294
193	7732	0.002348	1271.174840
193	7733	0.002349	1270.809891
193	7734	0.002360	1265.180626
193	7735	0.002357	1266.543874
193	7736	0.002358	1266.220437
193	7737	0.002354	1268.487257
193	7738	0.002349	1271.707369
193	7739	0.002353	1269.530709
193	7740	0.002331	1281.677948
193	7741	0.002330	1282.151008
193	7742	0.002347	1273.159424
193	7743	0.002349	1272.188397
193	7744	0.002348	1273.147150
193	7745	0.002356	1268.745332
193	7746	0.002355	1269.812337
193	7747	0.002357	1268.471111
193	7748	0.002345	1275.436635
193	7749	0.002317	1290.670204
193	7750	0.002354	1271.071035
193	7751	0.002351	1272.406066
193	7752	0.002355	1270.870947
193	7753	0.002364	1265.778786
193	7754	0.002347	1275.132805
193	7755	0.002358	1269.743305
193	7756	0.002336	1281.600961
193	7757	0.002335	1282.418391
193	7758	0.002350	1274.122522
193	7759	0.002346	1276.676809
193	7760	0.002360	1269.133758
193	7761	0.002362	1268.133497
193	7762	0.002353	1273.568913
193	7763	0.002354	1272.712677
193	7764	0.002353	1273.896527
193	7765	0.002358	1270.966587
193	7766	0.002345	1278.399704
193	7767	0.002361	1269.977803
193	7768	0.002360	1270.704882
193	7769	0.002358	1272.036096
193	7770	0.002354	1274.087039
193	7771	0.002349	1276.941035
193	7772	0.002353	1274.868285
192	7773	0.002340	1275.352857
192	7774	0.002350	1270.474979
192	7775	0.002347	1272.340320
192	7776	0.002347	1272.200356
192	7777	0.002350	1270.625116
192	7778	0.002363	1263.840456
192	7779	0.002352	1269.932829
192	7780	0.002356	1268.100824
192	7781	0.002356	1267.962961
192	7782	0.002349	1272.046576
192	7783	0.002352	1270.661463
192	7784	0.002348	1273.244476
192	7785	0.002353	1270.535314
192	7786	0.002349	1272.965392
192	7787	0.002355	1269.768905
192	7788	0.002311	1294.306956
192	7789	0.002300	1300.290361
192	7790	0.002349	1273.430147
192	7791	0.002341	1277.810998
192	7792	0.002354	1271.187175
192	7793	0.002353	1271.840938
192	7794	0.002357	1269.817887
192	7795	0.002360	1268.251925
192	7796	0.002340	1279.584742
192	7797	0.002340	1279.672847
192	7798	0.002356	1271.147501
192	7799	0.002353	1272.971643
192	7800	0.002357	1270.757682
192	7801	0.002351	1274.357064
192	7802	0.002361	1268.903196
192	7803	0.002360	1269.628842
192	7804	0.002343	1279.103447
192	7805	0.002347	1277.059191
192	7806	0.002351	1274.795321
192	7807	0.002353	1274.201055
192	7808	0.002356	1272.513444
192	7809	0.002353	1274.565943
192	7810	0.002362	1269.828366
192	7811	0.002368	1266.507985
192	7812	0.002360	1271.093236
191	7813	0.002346	1272.164238
191	7814	0.002330	1281.022639
191	7815	0.002331	1280.648516
191	7816	0.002353	1268.800434
191	7817	0.002348	1271.528870
191	7818	0.002355	1268.221838
191	7819	0.002343	1274.545012
191	7820	0.002341	1275.963035
191	7821	0.002339	1277.269171
191	7822	0.002344	1274.996490
191	7823	0.002346	1273.792504
191	7824	0.002343	1275.398139
191	7825	0.002349	1272.451967
191	7826	0.002352	1271.253563
191	7827	0.002359	1267.613659
191	7828	0.002337	1279.635610
191	7829	0.002342	1277.126596
191	7830	0.002361	1267.124477
191	7831	0.002359	1268.073847
191	7832	0.002350	1273.211409
191	7833	0.002355	1270.767895
191	7834	0.002351	1272.741965
191	7835	0.002359	1268.608636
191	7836	0.002343	1277.316662
191	7837	0.002353	1272.360298
191	7838	0.002341	1279.167215
191	7839	0.002336	1281.855050
191	7840	0.002358	1270.095454
191	7841	0.002352	1273.425905
191	7842	0.002361	1268.990630
191	7843	0.002367	1265.969094
191	7844	0.002343	1279.001661
191	7845	0.002347	1276.919124
191	7846	0.002342	1279.862054
191	7847	0.002345	1278.081143
191	7848	0.005266	569.308310
191	7849	0.005280	567.904560
191	7850	0.002362	1269.722039
191	7851	0.002365	1268.233584
191	7852	0.002364	1268.582879
191	7853	0.002352	1275.222974
190	7854	0.002342	1274.155208
190	7855	0.002338	1276.830377
190	7856	0.002347	1271.825092
190	7857	0.002351	1269.833844
190	7858	0.002352	1269.391869
190	7859	0.002357	1267.295557
190	7860	0.002347	1272.434714
190	7861	0.002350	1271.084173
190	7862	0.002341	1276.100265
190	7863	0.002337	1278.398188
190	7864	0.002357	1267.876394
190	7865	0.002342	1275.863482
190	7866	0.002360	1266.697263
190	7867	0.002355	1269.413540
190	7868	0.002350	1272.480269
190	7869	0.002354	1270.489923
190	7870	0.002342	1276.979316
190	7871	0.002348	1274.101488
190	7872	0.002358	1268.602661
190	7873	0.002345	1275.716427
190	7874	0.002359	1268.624221
190	7875	0.002353	1271.760167
190	7876	0.002347	1275.404711
190	7877	0.002349	1274.087657
190	7878	0.002351	1273.567989
190	7879	0.002361	1268.340831
190	7880	0.002346	1276.280340
190	7881	0.002353	1272.917925
190	7882	0.002356	1271.305971
190	7883	0.002353	1272.901186
190	7884	0.002358	1270.649669
190	7885	0.002355	1272.581710
190	7886	0.002354	1272.970177
190	7887	0.002361	1269.215182
190	7888	0.002357	1271.896362
190	7889	0.002356	1272.359409
190	7890	0.002358	1271.465684
190	7891	0.002364	1268.621071
190	7892	0.002357	1272.240106
190	7893	0.002352	1275.007875
190	7894	0.002353	1274.904394
189	7895	0.002406	1240.588986
189	7896	0.002348	1271.232765
189	7897	0.002353	1268.525373
189	7898	0.002348	1271.743798
189	7899	0.002350	1270.506327
189	7900	0.002340	1276.090042
189	7901	0.002344	1274.274367
189	7902	0.002353	1269.215815
189	7903	0.002356	1267.871186
189	7904	0.002354	1269.461536
189	7905	0.002347	1273.098175
189	7906	0.002352	1270.461839
189	7907	0.002357	1268.061904
189	7908	0.002339	1278.068803
189	7909	0.002345	1275.146224
189	7910	0.002351	1271.632787
189	7911	0.002353	1271.076192
189	7912	0.002356	1269.390473
189	7913	0.002351	1272.531262
189	7914	0.002358	1268.395064
189	7915	0.002357	1269.156958
189	7916	0.002343	1276.997597
189	7917	0.002345	1276.397933
189	7918	0.002338	1280.067540
189	7919	0.002343	1277.367073
189	7920	0.002364	1266.394332
189	7921	0.002363	1266.928842
189	7922	0.002365	1266.415203
189	7923	0.002358	1270.176266
189	7924	0.002354	1272.447742
189	7925	0.002345	1277.573827
189	7926	0.002355	1272.013460
189	7927	0.002358	1270.855794
189	7928	0.002348	1276.384671
189	7929	0.002352	1274.082015
189	7930	0.002341	1280.477412
189	7931	0.002344	1278.807767
189	7932	0.002795	1072.710269
189	7933	0.002774	1081.112048
189	7934	0.002380	1260.218667
189	7935	0.002371	1265.092789
189	7936	0.002358	1272.411463
188	7937	0.002349	1270.504973
188	7938	0.002343	1273.695126
188	7939	0.002349	1270.825661
188	7940	0.002334	1279.239271
188	7941	0.002336	1278.406150
188	7942	0.002367	1261.553072
188	7943	0.002360	1265.332996
188	7944	0.002349	1271.626030
188	7945	0.002348	1272.315848
188	7946	0.002350	1271.454683
188	7947	0.002354	1269.275273
188	7948	0.002328	1283.639698
188	7949	0.002327	1284.649873
188	7950	0.002350	1271.754849
188	7951	0.002355	1269.725908
188	7952	0.002356	1269.283981
188	7953	0.002366	1263.673006
188	7954	0.002360	1267.498272
188	7955	0.002361	1267.132413
188	7956	0.002309	1295.581403
188	7957	0.002324	1287.101205
188	7958	0.002342	1277.665928
188	7959	0.002349	1274.065105
188	7960	0.002355	1270.749196
188	7961	0.002352	1272.946939
188	7962	0.002365	1265.738482
188	7963	0.002357	1270.511754
188	7964	0.002339	1280.233125
188	7965	0.002329	1285.653020
188	7966	0.002351	1273.897573
188	7967	0.002357	1271.149962
188	7968	0.002354	1272.932143
188	7969	0.002357	1271.506834
188	7970	0.002364	1267.834153
188	7971	0.002355	1272.542537
188	7972	0.002348	1276.411859
188	7973	0.002328	1287.523020
188	7974	0.002370	1265.329153
188	7975	0.002368	1266.458983
188	7976	0.002353	1274.701416
188	7977	0.002356	1272.858907
188	7978	0.002363	1269.594476
187	7979	0.002346	1271.758081
187	7980	0.002337	1276.896143
187	7981	0.002315	1289.579954
187	7982	0.002339	1276.225141
187	7983	0.002335	1278.522697
187	7984	0.002355	1267.875742
187	7985	0.002352	1269.993081
187	7986	0.002349	1271.322621
187	7987	0.002356	1267.750875
187	7988	0.002349	1271.943654
187	7989	0.002343	1275.440306
187	7990	0.002338	1278.382499
187	7991	0.002340	1276.977913
187	7992	0.002352	1270.992907
187	7993	0.002346	1274.483237
187	7994	0.002357	1268.335520
187	7995	0.002357	1268.494180
187	7996	0.002342	1276.976493
187	7997	0.002350	1272.619273
187	7998	0.002361	1266.942821
187	7999	0.002354	1270.936647
187	8000	0.002352	1272.303043
187	8001	0.002350	1273.332216
187	8002	0.002356	1270.394887
187	8003	0.002355	1271.043555
187	8004	0.002351	1273.392964
187	8005	0.002356	1270.721210
187	8006	0.002339	1280.368429
187	8007	0.002341	1279.228657
187	8008	0.002349	1274.938850
187	8009	0.002355	1271.770734
187	8010	0.002357	1270.836356
187	8011	0.002353	1273.107228
187	8012	0.002357	1271.228627
187	8013	0.002349	1275.544845
187	8014	0.002372	1263.646156
187	8015	0.002377	1261.092792
187	8016	0.002345	1278.683742
187	8017	0.002349	1276.219606
187	8018	0.002764	1084.765407
187	8019	0.002760	1086.603081
187	8020	0.002354	1273.970188
187	8021	0.002351	1275.794742
186	8022	0.002345	1272.494451
186	8023	0.002344	1273.486630
186	8024	0.002345	1272.697737
186	8025	0.002348	1271.152882
186	8026	0.002349	1271.160268
186	8027	0.002357	1267.098900
186	8028	0.002350	1271.061418
186	8029	0.002344	1274.135642
186	8030	0.002335	1279.440657
186	8031	0.002340	1276.582871
186	8032	0.002354	1269.393174
186	8033	0.002361	1265.832458
186	8034	0.002348	1272.578474
186	8035	0.002355	1269.489765
186	8036	0.002343	1275.664419
186	8037	0.002349	1272.523746
186	8038	0.002342	1276.819353
186	8039	0.002336	1280.338329
186	8040	0.002358	1268.323795
186	8041	0.002357	1269.270623
186	8042	0.002355	1270.482955
186	8043	0.002359	1268.083458
186	8044	0.002345	1276.325998
186	8045	0.002352	1272.541959
186	8046	0.002338	1279.998768
186	8047	0.002329	1285.533367
186	8048	0.002352	1273.016493
186	8049	0.002351	1273.439454
186	8050	0.002363	1267.049272
186	8051	0.002356	1271.037350
186	8052	0.002358	1270.404833
186	8053	0.002359	1269.697757
186	8054	0.002345	1277.456078
186	8055	0.002346	1277.158358
186	8056	0.002353	1273.714866
186	8057	0.002358	1271.156508
186	8058	0.002363	1268.795367
186	8059	0.002355	1273.017797
186	8060	0.002362	1269.411175
186	8061	0.002358	1271.523347
186	8062	0.002349	1276.558142
186	8063	0.002351	1275.882311
186	8064	0.002350	1276.722664
185	8065	0.002341	1274.600466
185	8066	0.002345	1272.708509
185	8067	0.002351	1269.388239
185	8068	0.002353	1268.829526
185	8069	0.002338	1276.756340
185	8070	0.002343	1274.554457
185	8071	0.002338	1277.263430
185	8072	0.002349	1271.685555
185	8073	0.002349	1271.464674
185	8074	0.002347	1273.060907
185	8075	0.002352	1270.495794
185	8076	0.002338	1278.207228
185	8077	0.002342	1276.116494
185	8078	0.002348	1272.819954
185	8079	0.002333	1281.016952
185	8080	0.002352	1271.168964
185	8081	0.002349	1273.028096
185	8082	0.002352	1271.144184
185	8083	0.002355	1270.169776
185	8084	0.002338	1279.550582
185	8085	0.002348	1273.998873
185	8086	0.002341	1278.110402
185	8087	0.002341	1278.420840
185	8088	0.002358	1269.186384
185	8089	0.002356	1270.209019
185	8090	0.002359	1269.049199
185	8091	0.002351	1273.315861
185	8092	0.002330	1285.001223
185	8093	0.002338	1280.630528
185	8094	0.002345	1277.164665
185	8095	0.002353	1272.999440
185	8096	0.002353	1273.119362
185	8097	0.002352	1273.654993
185	8098	0.002359	1270.341831
185	8099	0.002355	1272.458135
185	8100	0.002353	1273.559469
185	8101	0.002350	1275.609585
185	8102	0.002350	1275.691584
185	8103	0.002357	1272.256241
185	8104	0.002354	1273.696932
185	8105	0.002358	1271.590343
185	8106	0.002361	1270.430661
185	8107	0.002359	1271.715928
185	8108	0.002355	1273.607695
184	8109	0.002339	1275.616421
184	8110	0.002353	1268.164254
184	8111	0.002350	1270.167002
184	8112	0.002343	1274.300562
184	8113	0.002352	1269.424130
184	8114	0.002349	1270.939122
184	8115	0.002353	1269.021059
184	8116	0.002335	1278.893947
184	8117	0.002331	1281.235591
184	8118	0.002345	1273.685938
184	8119	0.002345	1273.880853
184	8120	0.002347	1272.938721
184	8121	0.002355	1269.130417
184	8122	0.002351	1271.549775
184	8123	0.002356	1268.803394
184	8124	0.002342	1276.337630
184	8125	0.002346	1274.291447
184	8126	0.002340	1277.832925
184	8127	0.002348	1273.808175
184	8128	0.002355	1270.111092
184	8129	0.002351	1272.380431
184	8130	0.002354	1270.763030
184	8131	0.002362	1266.785970
184	8132	0.002326	1286.378107
184	8133	0.002323	1288.586304
184	8134	0.002346	1275.816610
184	8135	0.002354	1271.733072
184	8136	0.002347	1275.712176
184	8137	0.002351	1273.822250
184	8138	0.002356	1271.372485
184	8139	0.002359	1269.796694
184	8140	0.002329	1286.137628
184	8141	0.002336	1282.411640
184	8142	0.002346	1276.957113
184	8143	0.002352	1274.269329
184	8144	0.002353	1273.707080
184	8145	0.002359	1270.582490
184	8146	0.002371	1264.449588
184	8147	0.002356	1272.702883
184	8148	0.002344	1279.383397
184	8149	0.002326	1289.454731
184	8150	0.002352	1275.175490
184	8151	0.002348	1277.456167
184	8152	0.002360	1271.410911
183	8153	0.002351	1269.428242
183	8154	0.002348	1270.830086
183	8155	0.002352	1268.834977
183	8156	0.002338	1276.875985
183	8157	0.002330	1281.550122
183	8158	0.002357	1266.556858
183	8159	0.002342	1274.945532
183	8160	0.002355	1268.445498
183	8161	0.002352	1269.994728
183	8162	0.002345	1273.743703
183	8163	0.002351	1270.720906
183	8164	0.002336	1279.274844
183	8165	0.002338	1278.246721
183	8166	0.002347	1273.457889
183	8167	0.002353	1270.324576
183	8168	0.002353	1270.292251
183	8169	0.002349	1272.864899
183	8170	0.002353	1270.678344
183	8171	0.002352	1271.248755
183	8172	0.002312	1293.446734
183	8173	0.002322	1288.428762
183	8174	0.002412	1240.305565
183	8175	0.002422	1235.413324
183	8176	0.002333	1282.651084
183	8177	0.002326	1286.582244
183	8178	0.002359	1268.834133
183	8179	0.002353	1272.078112
183	8180	0.002363	1267.193938
183	8181	0.002351	1273.825254
183	8182	0.002384	1256.141313
183	8183	0.002397	1249.304118
183	8184	0.002627	1140.021146
183	8185	0.002641	1134.430965
183	8186	0.003118	960.913987
183	8187	0.003079	973.107105
183	8188	0.004243	706.371849
183	8189	0.004265	702.756112
183	8190	0.002591	1157.034172
183	8191	0.002589	1157.862375
183	8192	0.002489	1204.531649
183	8193	0.002458	1219.772214
183	8194	0.002363	1268.912655
183	8195	0.002361	1270.456529
183	8196	0.002323	1291.044741
182	8197	0.002322	1284.919622
182	8198	0.002354	1267.914921
182	8199	0.002345	1272.904780
182	8200	0.002351	1269.844511
182	8201	0.002340	1275.913949
182	8202	0.002343	1274.205299
182	8203	0.002341	1275.425389
182	8204	0.002327	1283.275829
182	8205	0.002332	1280.549845
182	8206	0.002327	1283.473398
182	8207	0.002363	1264.204991
182	8208	0.002352	1270.253310
182	8209	0.002357	1267.960621
182	8210	0.002340	1277.085460
182	8211	0.002349	1272.455805
182	8212	0.002330	1283.102418
182	8213	0.002308	1295.532530
182	8214	0.002357	1268.732920
182	8215	0.002336	1280.232151
182	8216	0.002357	1268.891615
182	8217	0.002359	1267.693314
182	8218	0.002353	1271.461409
182	8219	0.002356	1269.919616
182	8220	0.002347	1275.063794
182	8221	0.002347	1275.066769
182	8222	0.002364	1265.730341
182	8223	0.002369	1263.420486
182	8224	0.002359	1268.810897
182	8225	0.002360	1268.815673
182	8226	0.002356	1270.661925
182	8227	0.002356	1270.816394
182	8228	0.002335	1282.756748
182	8229	0.002340	1280.040956
182	8230	0.002353	1273.128611
182	8231	0.002349	1275.403703
182	8232	0.002363	1268.168689
182	8233	0.002360	1269.973891
182	8234	0.002361	1269.677253
182	8235	0.002359	1270.734205
182	8236	0.002317	1293.795495
182	8237	0.002331	1286.276468
182	8238	0.002355	1273.307703
182	8239	0.002356	1272.670022
182	8240	0.002364	1268.613473
182	8241	0.002359	1271.622324
181	8242	0.002349	1270.317128
181	8243	0.002351	1269.339030
181	8244	0.002350	1269.832787
181	8245	0.002348	1270.893141
181	8246	0.002355	1267.466423
181	8247	0.002352	1269.578027
181	8248	0.002358	1266.084207
